0.1	0.1	0.5

0.1	0.1	0.5017

0.1	0.0999	0.5035

0.1	0.0999	0.5052

0.1	0.0998	0.507

0.1	0.0996	0.5087

0.1	0.0995	0.5105

0.1	0.0993	0.5122

0.1	0.099	0.5139

0.1	0.0988	0.5156

0.1	0.0985	0.5174

0.1	0.0982	0.5191

0.1	0.0978	0.5208

0.1	0.0974	0.5225

0.1	0.097	0.5242

0.1	0.0966	0.5259

0.1	0.0961	0.5276

0.1	0.0956	0.5292

0.1	0.0951	0.5309

0.1	0.0946	0.5326

0.1	0.094	0.5342

0.1	0.0934	0.5358

0.1	0.0927	0.5375

0.1	0.0921	0.5391

0.1	0.0914	0.5407

0.1	0.0906	0.5423

0.1	0.0899	0.5438

0.1	0.0891	0.5454

0.1	0.0883	0.5469

0.1	0.0875	0.5485

0.1	0.0866	0.55

0.1	0.0857	0.5515

0.1	0.0848	0.553

0.1	0.0839	0.5545

0.1	0.0829	0.5559

0.1	0.0819	0.5574

0.1	0.0809	0.5588

0.1	0.0799	0.5602

0.1	0.0788	0.5616

0.1	0.0777	0.5629

0.1	0.0766	0.5643

0.1	0.0755	0.5656

0.1	0.0743	0.5669

0.1	0.0731	0.5682

0.1	0.0719	0.5695

0.1	0.0707	0.5707

0.1	0.0695	0.5719

0.1	0.0682	0.5731

0.1	0.0669	0.5743

0.1	0.0656	0.5755

0.1	0.0643	0.5766

0.1	0.0629	0.5777

0.1	0.0616	0.5788

0.1	0.0602	0.5799

0.1	0.0588	0.5809

0.1	0.0574	0.5819

0.1	0.0559	0.5829

0.1	0.0545	0.5839

0.1	0.053	0.5848

0.1	0.0515	0.5857

0.1	0.05	0.5866

0.1	0.0485	0.5875

0.1	0.0469	0.5883

0.1	0.0454	0.5891

0.1	0.0438	0.5899

0.1	0.0423	0.5906

0.1	0.0407	0.5914

0.1	0.0391	0.5921

0.1	0.0375	0.5927

0.1	0.0358	0.5934

0.1	0.0342	0.594

0.1	0.0326	0.5946

0.1	0.0309	0.5951

0.1	0.0292	0.5956

0.1	0.0276	0.5961

0.1	0.0259	0.5966

0.1	0.0242	0.597

0.1	0.0225	0.5974

0.1	0.0208	0.5978

0.1	0.0191	0.5982

0.1	0.0174	0.5985

0.1	0.0156	0.5988

0.1	0.0139	0.599

0.1	0.0122	0.5993

0.1	0.0105	0.5995

0.1	0.0087	0.5996

0.1	0.007	0.5998

0.1	0.0052	0.5999

0.1	0.0035	0.5999

0.1	0.0017	0.6

0.1	0	0.6

0.1	-0.0017	0.6

0.1	-0.0035	0.5999

0.1	-0.0052	0.5999

0.1	-0.007	0.5998

0.1	-0.0087	0.5996

0.1	-0.0105	0.5995

0.1	-0.0122	0.5993

0.1	-0.0139	0.599

0.1	-0.0156	0.5988

0.1	-0.0174	0.5985

0.1	-0.0191	0.5982

0.1	-0.0208	0.5978

0.1	-0.0225	0.5974

0.1	-0.0242	0.597

0.1	-0.0259	0.5966

0.1	-0.0276	0.5961

0.1	-0.0292	0.5956

0.1	-0.0309	0.5951

0.1	-0.0326	0.5946

0.1	-0.0342	0.594

0.1	-0.0358	0.5934

0.1	-0.0375	0.5927

0.1	-0.0391	0.5921

0.1	-0.0407	0.5914

0.1	-0.0423	0.5906

0.1	-0.0438	0.5899

0.1	-0.0454	0.5891

0.1	-0.0469	0.5883

0.1	-0.0485	0.5875

0.1	-0.05	0.5866

0.1	-0.0515	0.5857

0.1	-0.053	0.5848

0.1	-0.0545	0.5839

0.1	-0.0559	0.5829

0.1	-0.0574	0.5819

0.1	-0.0588	0.5809

0.1	-0.0602	0.5799

0.1	-0.0616	0.5788

0.1	-0.0629	0.5777

0.1	-0.0643	0.5766

0.1	-0.0656	0.5755

0.1	-0.0669	0.5743

0.1	-0.0682	0.5731

0.1	-0.0695	0.5719

0.1	-0.0707	0.5707

0.1	-0.0719	0.5695

0.1	-0.0731	0.5682

0.1	-0.0743	0.5669

0.1	-0.0755	0.5656

0.1	-0.0766	0.5643

0.1	-0.0777	0.5629

0.1	-0.0788	0.5616

0.1	-0.0799	0.5602

0.1	-0.0809	0.5588

0.1	-0.0819	0.5574

0.1	-0.0829	0.5559

0.1	-0.0839	0.5545

0.1	-0.0848	0.553

0.1	-0.0857	0.5515

0.1	-0.0866	0.55

0.1	-0.0875	0.5485

0.1	-0.0883	0.5469

0.1	-0.0891	0.5454

0.1	-0.0899	0.5438

0.1	-0.0906	0.5423

0.1	-0.0914	0.5407

0.1	-0.0921	0.5391

0.1	-0.0927	0.5375

0.1	-0.0934	0.5358

0.1	-0.094	0.5342

0.1	-0.0946	0.5326

0.1	-0.0951	0.5309

0.1	-0.0956	0.5292

0.1	-0.0961	0.5276

0.1	-0.0966	0.5259

0.1	-0.097	0.5242

0.1	-0.0974	0.5225

0.1	-0.0978	0.5208

0.1	-0.0982	0.5191

0.1	-0.0985	0.5174

0.1	-0.0988	0.5156

0.1	-0.099	0.5139

0.1	-0.0993	0.5122

0.1	-0.0995	0.5105

0.1	-0.0996	0.5087

0.1	-0.0998	0.507

0.1	-0.0999	0.5052

0.1	-0.0999	0.5035

0.1	-0.1	0.5017

0.1	-0.1	0.5

0.1	-0.1	0.4983

0.1	-0.0999	0.4965

0.1	-0.0999	0.4948

0.1	-0.0998	0.493

0.1	-0.0996	0.4913

0.1	-0.0995	0.4895

0.1	-0.0993	0.4878

0.1	-0.099	0.4861

0.1	-0.0988	0.4844

0.1	-0.0985	0.4826

0.1	-0.0982	0.4809

0.1	-0.0978	0.4792

0.1	-0.0974	0.4775

0.1	-0.097	0.4758

0.1	-0.0966	0.4741

0.1	-0.0961	0.4724

0.1	-0.0956	0.4708

0.1	-0.0951	0.4691

0.1	-0.0946	0.4674

0.1	-0.094	0.4658

0.1	-0.0934	0.4642

0.1	-0.0927	0.4625

0.1	-0.0921	0.4609

0.1	-0.0914	0.4593

0.1	-0.0906	0.4577

0.1	-0.0899	0.4562

0.1	-0.0891	0.4546

0.1	-0.0883	0.4531

0.1	-0.0875	0.4515

0.1	-0.0866	0.45

0.1	-0.0857	0.4485

0.1	-0.0848	0.447

0.1	-0.0839	0.4455

0.1	-0.0829	0.4441

0.1	-0.0819	0.4426

0.1	-0.0809	0.4412

0.1	-0.0799	0.4398

0.1	-0.0788	0.4384

0.1	-0.0777	0.4371

0.1	-0.0766	0.4357

0.1	-0.0755	0.4344

0.1	-0.0743	0.4331

0.1	-0.0731	0.4318

0.1	-0.0719	0.4305

0.1	-0.0707	0.4293

0.1	-0.0695	0.4281

0.1	-0.0682	0.4269

0.1	-0.0669	0.4257

0.1	-0.0656	0.4245

0.1	-0.0643	0.4234

0.1	-0.0629	0.4223

0.1	-0.0616	0.4212

0.1	-0.0602	0.4201

0.1	-0.0588	0.4191

0.1	-0.0574	0.4181

0.1	-0.0559	0.4171

0.1	-0.0545	0.4161

0.1	-0.053	0.4152

0.1	-0.0515	0.4143

0.1	-0.05	0.4134

0.1	-0.0485	0.4125

0.1	-0.0469	0.4117

0.1	-0.0454	0.4109

0.1	-0.0438	0.4101

0.1	-0.0423	0.4094

0.1	-0.0407	0.4086

0.1	-0.0391	0.4079

0.1	-0.0375	0.4073

0.1	-0.0358	0.4066

0.1	-0.0342	0.406

0.1	-0.0326	0.4054

0.1	-0.0309	0.4049

0.1	-0.0292	0.4044

0.1	-0.0276	0.4039

0.1	-0.0259	0.4034

0.1	-0.0242	0.403

0.1	-0.0225	0.4026

0.1	-0.0208	0.4022

0.1	-0.0191	0.4018

0.1	-0.0174	0.4015

0.1	-0.0156	0.4012

0.1	-0.0139	0.401

0.1	-0.0122	0.4007

0.1	-0.0105	0.4005

0.1	-0.0087	0.4004

0.1	-0.007	0.4002

0.1	-0.0052	0.4001

0.1	-0.0035	0.4001

0.1	-0.0017	0.4

0.1	0	0.4

0.1	0.0017	0.4

0.1	0.0035	0.4001

0.1	0.0052	0.4001

0.1	0.007	0.4002

0.1	0.0087	0.4004

0.1	0.0105	0.4005

0.1	0.0122	0.4007

0.1	0.0139	0.401

0.1	0.0156	0.4012

0.1	0.0174	0.4015

0.1	0.0191	0.4018

0.1	0.0208	0.4022

0.1	0.0225	0.4026

0.1	0.0242	0.403

0.1	0.0259	0.4034

0.1	0.0276	0.4039

0.1	0.0292	0.4044

0.1	0.0309	0.4049

0.1	0.0326	0.4054

0.1	0.0342	0.406

0.1	0.0358	0.4066

0.1	0.0375	0.4073

0.1	0.0391	0.4079

0.1	0.0407	0.4086

0.1	0.0423	0.4094

0.1	0.0438	0.4101

0.1	0.0454	0.4109

0.1	0.0469	0.4117

0.1	0.0485	0.4125

0.1	0.05	0.4134

0.1	0.0515	0.4143

0.1	0.053	0.4152

0.1	0.0545	0.4161

0.1	0.0559	0.4171

0.1	0.0574	0.4181

0.1	0.0588	0.4191

0.1	0.0602	0.4201

0.1	0.0616	0.4212

0.1	0.0629	0.4223

0.1	0.0643	0.4234

0.1	0.0656	0.4245

0.1	0.0669	0.4257

0.1	0.0682	0.4269

0.1	0.0695	0.4281

0.1	0.0707	0.4293

0.1	0.0719	0.4305

0.1	0.0731	0.4318

0.1	0.0743	0.4331

0.1	0.0755	0.4344

0.1	0.0766	0.4357

0.1	0.0777	0.4371

0.1	0.0788	0.4384

0.1	0.0799	0.4398

0.1	0.0809	0.4412

0.1	0.0819	0.4426

0.1	0.0829	0.4441

0.1	0.0839	0.4455

0.1	0.0848	0.447

0.1	0.0857	0.4485

0.1	0.0866	0.45

0.1	0.0875	0.4515

0.1	0.0883	0.4531

0.1	0.0891	0.4546

0.1	0.0899	0.4562

0.1	0.0906	0.4577

0.1	0.0914	0.4593

0.1	0.0921	0.4609

0.1	0.0927	0.4625

0.1	0.0934	0.4642

0.1	0.094	0.4658

0.1	0.0946	0.4674

0.1	0.0951	0.4691

0.1	0.0956	0.4708

0.1	0.0961	0.4724

0.1	0.0966	0.4741

0.1	0.097	0.4758

0.1	0.0974	0.4775

0.1	0.0978	0.4792

0.1	0.0982	0.4809

0.1	0.0985	0.4826

0.1	0.0988	0.4844

0.1	0.099	0.4861

0.1	0.0993	0.4878

0.1	0.0995	0.4895

0.1	0.0996	0.4913

0.1	0.0998	0.493

0.1	0.0999	0.4948

0.1	0.0999	0.4965

0.1	0.1	0.4983

0.1	0.1	0.5
